Selected	index	ID	LINcode (N. gonorrhoeae cgMLST v2)	LINcode (N. gonorrhoeae cgMLST v2)[10]	LINcode (N. gonorrhoeae cgMLST v2)[1]	LINcode (N. gonorrhoeae cgMLST v2)[2]	LINcode (N. gonorrhoeae cgMLST v2)[3]	LINcode (N. gonorrhoeae cgMLST v2)[4]	LINcode (N. gonorrhoeae cgMLST v2)[5]	LINcode (N. gonorrhoeae cgMLST v2)[6]	LINcode (N. gonorrhoeae cgMLST v2)[7]	LINcode (N. gonorrhoeae cgMLST v2)[8]	LINcode (N. gonorrhoeae cgMLST v2)[9]	country	isolate	year
	91	36286	0_0_47_5_9_0_0_0_0_0_0	0_0_47_5_9_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_9	0_0_47_5_9_0	0_0_47_5_9_0_0	0_0_47_5_9_0_0_0	0_0_47_5_9_0_0_0_0	Kenya	T083	
	92	36287	0_0_47_9_0_1_0_0_0_0_0	0_0_47_9_0_1_0_0_0_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_1	0_0_47_9_0_1_0	0_0_47_9_0_1_0_0	0_0_47_9_0_1_0_0_0	Kenya	43781	2010
	93	36288												Kenya	T087	
	94	36289	0_0_47_5_11_0_0_0_0_0_0	0_0_47_5_11_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_11	0_0_47_5_11_0	0_0_47_5_11_0_0	0_0_47_5_11_0_0_0	0_0_47_5_11_0_0_0_0	Kenya	42974	2010
	95	36290	0_0_47_5_8_0_0_0_0_0_0	0_0_47_5_8_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_8	0_0_47_5_8_0	0_0_47_5_8_0_0	0_0_47_5_8_0_0_0	0_0_47_5_8_0_0_0_0	Kenya	47983	2011
	96	36291	0_0_33_45_0_0_0_0_0_0_0	0_0_33_45_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_45	0_0_33_45_0	0_0_33_45_0_0	0_0_33_45_0_0_0	0_0_33_45_0_0_0_0	0_0_33_45_0_0_0_0_0	Kenya	60755	2013
	97	36292	0_0_47_10_1_1_0_0_0_0_0	0_0_47_10_1_1_0_0_0_0	0	0_0	0_0_47	0_0_47_10	0_0_47_10_1	0_0_47_10_1_1	0_0_47_10_1_1_0	0_0_47_10_1_1_0_0	0_0_47_10_1_1_0_0_0	Kenya	60709	2013
	98	36293	0_0_47_9_0_0_0_0_0_0_0	0_0_47_9_0_0_0_0_0_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_0	0_0_47_9_0_0_0	0_0_47_9_0_0_0_0	0_0_47_9_0_0_0_0_0	Kenya	43000	2010
	99	36294	0_0_47_9_0_0_0_0_1_0_0	0_0_47_9_0_0_0_0_1_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_0	0_0_47_9_0_0_0	0_0_47_9_0_0_0_0	0_0_47_9_0_0_0_0_1	Kenya	43038	2010
	100	36295	0_0_47_12_0_0_0_0_0_0_0	0_0_47_12_0_0_0_0_0_0	0	0_0	0_0_47	0_0_47_12	0_0_47_12_0	0_0_47_12_0_0	0_0_47_12_0_0_0	0_0_47_12_0_0_0_0	0_0_47_12_0_0_0_0_0	Kenya	46146	2010
	101	36296	0_0_47_9_0_1_0_0_0_1_0	0_0_47_9_0_1_0_0_0_1	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_1	0_0_47_9_0_1_0	0_0_47_9_0_1_0_0	0_0_47_9_0_1_0_0_0	Kenya	44569	2010
	102	36297	0_0_47_5_6_0_0_0_1_0_0	0_0_47_5_6_0_0_0_1_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_6	0_0_47_5_6_0	0_0_47_5_6_0_0	0_0_47_5_6_0_0_0	0_0_47_5_6_0_0_0_1	Kenya	52492	2012
	103	36298	0_0_47_9_0_1_0_0_0_0_0	0_0_47_9_0_1_0_0_0_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_1	0_0_47_9_0_1_0	0_0_47_9_0_1_0_0	0_0_47_9_0_1_0_0_0	Kenya	T101	2010
	104	36299	0_16_0_1_0_1_0_0_0_0_0	0_16_0_1_0_1_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_0	0_16_0_1_0_1	0_16_0_1_0_1_0	0_16_0_1_0_1_0_0	0_16_0_1_0_1_0_0_0	Kenya	46445	2011
	105	36300	0_16_0_2_2_0_0_0_0_1_0	0_16_0_2_2_0_0_0_0_1	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_0	0_16_0_2_2_0_0	0_16_0_2_2_0_0_0	0_16_0_2_2_0_0_0_0	Kenya	T104	
	106	36301	0_0_47_10_1_1_0_0_0_0_0	0_0_47_10_1_1_0_0_0_0	0	0_0	0_0_47	0_0_47_10	0_0_47_10_1	0_0_47_10_1_1	0_0_47_10_1_1_0	0_0_47_10_1_1_0_0	0_0_47_10_1_1_0_0_0	Kenya	T105	
	107	36302	0_16_4_0_1_1_0_0_0_0_0	0_16_4_0_1_1_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_1	0_16_4_0_1_1	0_16_4_0_1_1_0	0_16_4_0_1_1_0_0	0_16_4_0_1_1_0_0_0	Kenya	T106	
	108	39081	0_16_4_0_3_0_0_0_0_0_0	0_16_4_0_3_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_3	0_16_4_0_3_0	0_16_4_0_3_0_0	0_16_4_0_3_0_0_0	0_16_4_0_3_0_0_0_0	Kenya	64204	2014
	109	39082	0_0_47_5_6_0_1_0_0_0_0	0_0_47_5_6_0_1_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_6	0_0_47_5_6_0	0_0_47_5_6_0_1	0_0_47_5_6_0_1_0	0_0_47_5_6_0_1_0_0	Kenya	64500	2014
	110	39083	0_16_4_0_1_2_0_0_0_0_0	0_16_4_0_1_2_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_1	0_16_4_0_1_2	0_16_4_0_1_2_0	0_16_4_0_1_2_0_0	0_16_4_0_1_2_0_0_0	Kenya	64579	2014
	111	39084	0_0_47_10_1_0_0_0_0_0_0	0_0_47_10_1_0_0_0_0_0	0	0_0	0_0_47	0_0_47_10	0_0_47_10_1	0_0_47_10_1_0	0_0_47_10_1_0_0	0_0_47_10_1_0_0_0	0_0_47_10_1_0_0_0_0	Kenya	64605	2014
	112	39085	0_16_0_1_11_0_0_0_0_0_0	0_16_0_1_11_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_11	0_16_0_1_11_0	0_16_0_1_11_0_0	0_16_0_1_11_0_0_0	0_16_0_1_11_0_0_0_0	Kenya	64680	2014
	113	39086	0_16_4_0_8_0_0_0_0_0_0	0_16_4_0_8_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_8	0_16_4_0_8_0	0_16_4_0_8_0_0	0_16_4_0_8_0_0_0	0_16_4_0_8_0_0_0_0	Kenya	64586	2014
	114	39087	0_0_47_5_12_0_0_1_0_0_0	0_0_47_5_12_0_0_1_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_12	0_0_47_5_12_0	0_0_47_5_12_0_0	0_0_47_5_12_0_0_1	0_0_47_5_12_0_0_1_0	Kenya	64361	2014
	115	39088	0_16_4_0_1_0_0_0_0_0_0	0_16_4_0_1_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_1	0_16_4_0_1_0	0_16_4_0_1_0_0	0_16_4_0_1_0_0_0	0_16_4_0_1_0_0_0_0	Kenya	64755	2014
	116	39089	0_16_4_0_3_0_0_0_0_0_0	0_16_4_0_3_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_3	0_16_4_0_3_0	0_16_4_0_3_0_0	0_16_4_0_3_0_0_0	0_16_4_0_3_0_0_0_0	Kenya	64203	2014
	117	39090	0_0_47_5_0_1_0_0_0_0_0	0_0_47_5_0_1_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_0	0_0_47_5_0_1	0_0_47_5_0_1_0	0_0_47_5_0_1_0_0	0_0_47_5_0_1_0_0_0	Kenya	65080	2014
	118	39091	0_0_47_10_1_0_0_0_0_0_0	0_0_47_10_1_0_0_0_0_0	0	0_0	0_0_47	0_0_47_10	0_0_47_10_1	0_0_47_10_1_0	0_0_47_10_1_0_0	0_0_47_10_1_0_0_0	0_0_47_10_1_0_0_0_0	Kenya	65318	2014
	119	39092	0_16_4_0_6_0_0_0_0_0_0	0_16_4_0_6_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_6	0_16_4_0_6_0	0_16_4_0_6_0_0	0_16_4_0_6_0_0_0	0_16_4_0_6_0_0_0_0	Kenya	65320	2014
	120	39093	0_0_47_5_12_0_0_0_0_0_0	0_0_47_5_12_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_12	0_0_47_5_12_0	0_0_47_5_12_0_0	0_0_47_5_12_0_0_0	0_0_47_5_12_0_0_0_0	Kenya	65551	2014
	121	39094	1_1_34_0_0_0_0_0_0_0_0	1_1_34_0_0_0_0_0_0_0	1	1_1	1_1_34	1_1_34_0	1_1_34_0_0	1_1_34_0_0_0	1_1_34_0_0_0_0	1_1_34_0_0_0_0_0	1_1_34_0_0_0_0_0_0	Kenya	65600	2014
	122	39095	0_16_4_0_2_0_0_0_0_0_0	0_16_4_0_2_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_2	0_16_4_0_2_0	0_16_4_0_2_0_0	0_16_4_0_2_0_0_0	0_16_4_0_2_0_0_0_0	Kenya	65737	2014
	123	39096	0_0_47_5_6_0_0_0_0_0_0	0_0_47_5_6_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_6	0_0_47_5_6_0	0_0_47_5_6_0_0	0_0_47_5_6_0_0_0	0_0_47_5_6_0_0_0_0	Kenya	56474	2012
	124	39097	0_0_33_45_1_0_0_0_0_0_0	0_0_33_45_1_0_0_0_0_0	0	0_0	0_0_33	0_0_33_45	0_0_33_45_1	0_0_33_45_1_0	0_0_33_45_1_0_0	0_0_33_45_1_0_0_0	0_0_33_45_1_0_0_0_0	Kenya	56327	2012
	125	39098	1_1_29_0_1_0_0_0_0_0_0	1_1_29_0_1_0_0_0_0_0	1	1_1	1_1_29	1_1_29_0	1_1_29_0_1	1_1_29_0_1_0	1_1_29_0_1_0_0	1_1_29_0_1_0_0_0	1_1_29_0_1_0_0_0_0	Kenya	56682	2012
	126	39099	0_16_0_1_2_0_0_0_0_0_0	0_16_0_1_2_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_2	0_16_0_1_2_0	0_16_0_1_2_0_0	0_16_0_1_2_0_0_0	0_16_0_1_2_0_0_0_0	Kenya	56835	2012
	127	39100	0_0_47_5_6_0_0_0_0_1_0	0_0_47_5_6_0_0_0_0_1	0	0_0	0_0_47	0_0_47_5	0_0_47_5_6	0_0_47_5_6_0	0_0_47_5_6_0_0	0_0_47_5_6_0_0_0	0_0_47_5_6_0_0_0_0	Kenya	57568	2012
	128	39101												Kenya	63971	2013
	129	39102												Kenya	63748	2013
	130	39103	0_16_0_2_2_1_0_0_0_2_0	0_16_0_2_2_1_0_0_0_2	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_1	0_16_0_2_2_1_0	0_16_0_2_2_1_0_0	0_16_0_2_2_1_0_0_0	Kenya	45858	2010
	131	39104	0_18_6_1_0_0_0_0_0_0_0	0_18_6_1_0_0_0_0_0_0	0	0_18	0_18_6	0_18_6_1	0_18_6_1_0	0_18_6_1_0_0	0_18_6_1_0_0_0	0_18_6_1_0_0_0_0	0_18_6_1_0_0_0_0_0	Kenya	45722	2010
	132	39105	0_18_6_1_1_0_0_0_0_0_0	0_18_6_1_1_0_0_0_0_0	0	0_18	0_18_6	0_18_6_1	0_18_6_1_1	0_18_6_1_1_0	0_18_6_1_1_0_0	0_18_6_1_1_0_0_0	0_18_6_1_1_0_0_0_0	Kenya	44941	2010
	133	39106	0_16_1_0_0_0_0_0_0_0_0	0_16_1_0_0_0_0_0_0_0	0	0_16	0_16_1	0_16_1_0	0_16_1_0_0	0_16_1_0_0_0	0_16_1_0_0_0_0	0_16_1_0_0_0_0_0	0_16_1_0_0_0_0_0_0	Kenya	45388	2010
	134	39107	0_16_0_1_0_2_0_0_0_0_0	0_16_0_1_0_2_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_0	0_16_0_1_0_2	0_16_0_1_0_2_0	0_16_0_1_0_2_0_0	0_16_0_1_0_2_0_0_0	Kenya	45715	2010
	135	39108	0_16_0_2_2_1_0_0_0_0_0	0_16_0_2_2_1_0_0_0_0	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_1	0_16_0_2_2_1_0	0_16_0_2_2_1_0_0	0_16_0_2_2_1_0_0_0	Kenya	45910	2010
	136	39109	0_0_47_9_0_1_0_0_0_0_0	0_0_47_9_0_1_0_0_0_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_1	0_0_47_9_0_1_0	0_0_47_9_0_1_0_0	0_0_47_9_0_1_0_0_0	Kenya	43208 -1	2010
	137	39110	0_0_47_9_0_1_0_0_0_0_0	0_0_47_9_0_1_0_0_0_0	0	0_0	0_0_47	0_0_47_9	0_0_47_9_0	0_0_47_9_0_1	0_0_47_9_0_1_0	0_0_47_9_0_1_0_0	0_0_47_9_0_1_0_0_0	Kenya	43208 -2	2010
	138	39111	0_0_47_5_7_0_0_0_0_0_0	0_0_47_5_7_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_7	0_0_47_5_7_0	0_0_47_5_7_0_0	0_0_47_5_7_0_0_0	0_0_47_5_7_0_0_0_0	Kenya	43210	2010
	139	39112	0_0_47_5_9_0_0_0_0_0_0	0_0_47_5_9_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_9	0_0_47_5_9_0	0_0_47_5_9_0_0	0_0_47_5_9_0_0_0	0_0_47_5_9_0_0_0_0	Kenya	44271	2010
	140	39113	0_16_0_1_1_0_0_0_0_0_0	0_16_0_1_1_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_1	0_16_0_1_1_0	0_16_0_1_1_0_0	0_16_0_1_1_0_0_0	0_16_0_1_1_0_0_0_0	Kenya	42876	2010
	141	39114	0_0_47_5_7_0_0_0_0_1_0	0_0_47_5_7_0_0_0_0_1	0	0_0	0_0_47	0_0_47_5	0_0_47_5_7	0_0_47_5_7_0	0_0_47_5_7_0_0	0_0_47_5_7_0_0_0	0_0_47_5_7_0_0_0_0	Kenya	44254	2010
	142	39115	0_0_47_5_10_0_0_0_0_0_0	0_0_47_5_10_0_0_0_0_0	0	0_0	0_0_47	0_0_47_5	0_0_47_5_10	0_0_47_5_10_0	0_0_47_5_10_0_0	0_0_47_5_10_0_0_0	0_0_47_5_10_0_0_0_0	Kenya	43306	2010
	143	39116	0_16_0_2_6_0_0_0_0_0_0	0_16_0_2_6_0_0_0_0_0	0	0_16	0_16_0	0_16_0_2	0_16_0_2_6	0_16_0_2_6_0	0_16_0_2_6_0_0	0_16_0_2_6_0_0_0	0_16_0_2_6_0_0_0_0	Kenya	46745	2011
	144	39117	0_16_0_2_2_1_0_0_0_3_0	0_16_0_2_2_1_0_0_0_3	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_1	0_16_0_2_2_1_0	0_16_0_2_2_1_0_0	0_16_0_2_2_1_0_0_0	Kenya	47244	2011
	145	39118	0_18_6_1_0_0_0_0_0_1_0	0_18_6_1_0_0_0_0_0_1	0	0_18	0_18_6	0_18_6_1	0_18_6_1_0	0_18_6_1_0_0	0_18_6_1_0_0_0	0_18_6_1_0_0_0_0	0_18_6_1_0_0_0_0_0	Kenya	47954	2011
	146	39119	0_2_42_0_0_0_0_0_0_0_0	0_2_42_0_0_0_0_0_0_0	0	0_2	0_2_42	0_2_42_0	0_2_42_0_0	0_2_42_0_0_0	0_2_42_0_0_0_0	0_2_42_0_0_0_0_0	0_2_42_0_0_0_0_0_0	Kenya	47547	2011
	147	39120	0_16_0_2_3_0_0_0_0_0_0	0_16_0_2_3_0_0_0_0_0	0	0_16	0_16_0	0_16_0_2	0_16_0_2_3	0_16_0_2_3_0	0_16_0_2_3_0_0	0_16_0_2_3_0_0_0	0_16_0_2_3_0_0_0_0	Kenya	47548	2011
	148	39121	0_16_1_1_0_0_0_0_0_0_0	0_16_1_1_0_0_0_0_0_0	0	0_16	0_16_1	0_16_1_1	0_16_1_1_0	0_16_1_1_0_0	0_16_1_1_0_0_0	0_16_1_1_0_0_0_0	0_16_1_1_0_0_0_0_0	Kenya	48183	2011
	149	39122	0_0_47_15_0_0_0_0_0_0_0	0_0_47_15_0_0_0_0_0_0	0	0_0	0_0_47	0_0_47_15	0_0_47_15_0	0_0_47_15_0_0	0_0_47_15_0_0_0	0_0_47_15_0_0_0_0	0_0_47_15_0_0_0_0_0	Kenya	48763	2011
	150	39123	1_1_29_0_0_0_0_0_0_0_0	1_1_29_0_0_0_0_0_0_0	1	1_1	1_1_29	1_1_29_0	1_1_29_0_0	1_1_29_0_0_0	1_1_29_0_0_0_0	1_1_29_0_0_0_0_0	1_1_29_0_0_0_0_0_0	Kenya	48437	2011
	151	39124	0_18_6_1_0_0_0_0_0_1_0	0_18_6_1_0_0_0_0_0_1	0	0_18	0_18_6	0_18_6_1	0_18_6_1_0	0_18_6_1_0_0	0_18_6_1_0_0_0	0_18_6_1_0_0_0_0	0_18_6_1_0_0_0_0_0	Kenya	48563	2011
	152	39125	0_18_6_1_0_0_0_0_0_2_0	0_18_6_1_0_0_0_0_0_2	0	0_18	0_18_6	0_18_6_1	0_18_6_1_0	0_18_6_1_0_0	0_18_6_1_0_0_0	0_18_6_1_0_0_0_0	0_18_6_1_0_0_0_0_0	Kenya	48848	2011
	153	39126	0_16_0_1_8_0_0_0_0_0_0	0_16_0_1_8_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_8	0_16_0_1_8_0	0_16_0_1_8_0_0	0_16_0_1_8_0_0_0	0_16_0_1_8_0_0_0_0	Kenya	48213	2011
	154	39127	0_18_6_1_0_0_0_0_0_1_0	0_18_6_1_0_0_0_0_0_1	0	0_18	0_18_6	0_18_6_1	0_18_6_1_0	0_18_6_1_0_0	0_18_6_1_0_0_0	0_18_6_1_0_0_0_0	0_18_6_1_0_0_0_0_0	Kenya	48502	2011
	155	39128	1_1_11_1_0_0_0_0_0_0_0	1_1_11_1_0_0_0_0_0_0	1	1_1	1_1_11	1_1_11_1	1_1_11_1_0	1_1_11_1_0_0	1_1_11_1_0_0_0	1_1_11_1_0_0_0_0	1_1_11_1_0_0_0_0_0	Kenya	48406	2011
	156	39129	1_1_11_1_0_0_0_0_0_0_0	1_1_11_1_0_0_0_0_0_0	1	1_1	1_1_11	1_1_11_1	1_1_11_1_0	1_1_11_1_0_0	1_1_11_1_0_0_0	1_1_11_1_0_0_0_0	1_1_11_1_0_0_0_0_0	Kenya	50040	2011
	157	39130	0_16_0_1_4_1_0_0_0_0_0	0_16_0_1_4_1_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_4	0_16_0_1_4_1	0_16_0_1_4_1_0	0_16_0_1_4_1_0_0	0_16_0_1_4_1_0_0_0	Kenya	49506	2011
	158	39131	1_1_11_1_0_0_0_0_0_1_0	1_1_11_1_0_0_0_0_0_1	1	1_1	1_1_11	1_1_11_1	1_1_11_1_0	1_1_11_1_0_0	1_1_11_1_0_0_0	1_1_11_1_0_0_0_0	1_1_11_1_0_0_0_0_0	Kenya	49676	2011
	159	39132	0_16_0_2_2_1_0_0_1_0_0	0_16_0_2_2_1_0_0_1_0	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_1	0_16_0_2_2_1_0	0_16_0_2_2_1_0_0	0_16_0_2_2_1_0_0_1	Kenya	49719	2011
	160	39133	1_1_12_0_0_0_0_0_0_0_0	1_1_12_0_0_0_0_0_0_0	1	1_1	1_1_12	1_1_12_0	1_1_12_0_0	1_1_12_0_0_0	1_1_12_0_0_0_0	1_1_12_0_0_0_0_0	1_1_12_0_0_0_0_0_0	Kenya	50869	2011
	161	39134	0_16_0_1_5_0_0_0_0_0_0	0_16_0_1_5_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_5	0_16_0_1_5_0	0_16_0_1_5_0_0	0_16_0_1_5_0_0_0	0_16_0_1_5_0_0_0_0	Kenya	51751	2011
	162	39135	0_16_0_6_0_0_0_0_0_0_0	0_16_0_6_0_0_0_0_0_0	0	0_16	0_16_0	0_16_0_6	0_16_0_6_0	0_16_0_6_0_0	0_16_0_6_0_0_0	0_16_0_6_0_0_0_0	0_16_0_6_0_0_0_0_0	Kenya	52057	2012
	163	39136												Kenya	52441	2012
	164	39137	16_0_0_0_0_0_0_0_0_0_0	16_0_0_0_0_0_0_0_0_0	16	16_0	16_0_0	16_0_0_0	16_0_0_0_0	16_0_0_0_0_0	16_0_0_0_0_0_0	16_0_0_0_0_0_0_0	16_0_0_0_0_0_0_0_0	Kenya	65907	2015
	165	39138	0_16_4_0_9_0_0_0_0_0_0	0_16_4_0_9_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_9	0_16_4_0_9_0	0_16_4_0_9_0_0	0_16_4_0_9_0_0_0	0_16_4_0_9_0_0_0_0	Kenya	66098	2015
	166	39139	0_16_0_2_2_0_0_0_0_0_0	0_16_0_2_2_0_0_0_0_0	0	0_16	0_16_0	0_16_0_2	0_16_0_2_2	0_16_0_2_2_0	0_16_0_2_2_0_0	0_16_0_2_2_0_0_0	0_16_0_2_2_0_0_0_0	Kenya	42978	2010
	167	59511												Kenya	KNY_NGAMR/9	2016
	168	60436	11_0_2_1_0_0_0_0_0_0_0	11_0_2_1_0_0_0_0_0_0	11	11_0	11_0_2	11_0_2_1	11_0_2_1_0	11_0_2_1_0_0	11_0_2_1_0_0_0	11_0_2_1_0_0_0_0	11_0_2_1_0_0_0_0_0	Kenya	KNY_NGAMR/1	2014
	169	60437	0_2_55_2_0_0_0_0_0_0_0	0_2_55_2_0_0_0_0_0_0	0	0_2	0_2_55	0_2_55_2	0_2_55_2_0	0_2_55_2_0_0	0_2_55_2_0_0_0	0_2_55_2_0_0_0_0	0_2_55_2_0_0_0_0_0	Kenya	KNY_NGAMR9p	2016
	170	60439												Kenya	KNY_NGAMR26	2016
	171	60440												Kenya	KNY_NGAMR27	2016
	172	60441	0_0_33_56_0_0_0_0_0_0_0	0_0_33_56_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_56	0_0_33_56_0	0_0_33_56_0_0	0_0_33_56_0_0_0	0_0_33_56_0_0_0_0	0_0_33_56_0_0_0_0_0	Kenya	KNY_NGAMR30p	2017
	173	60442	1_1_34_0_2_0_0_0_0_0_0	1_1_34_0_2_0_0_0_0_0	1	1_1	1_1_34	1_1_34_0	1_1_34_0_2	1_1_34_0_2_0	1_1_34_0_2_0_0	1_1_34_0_2_0_0_0	1_1_34_0_2_0_0_0_0	Kenya	KNY_NGAMR33	2016
	174	60501	4_0_1_0_0_0_0_0_0_0_0	4_0_1_0_0_0_0_0_0_0	4	4_0	4_0_1	4_0_1_0	4_0_1_0_0	4_0_1_0_0_0	4_0_1_0_0_0_0	4_0_1_0_0_0_0_0	4_0_1_0_0_0_0_0_0	Kenya	KNY_NGAMR2	2014
	175	60502	0_16_0_1_10_0_0_0_0_0_0	0_16_0_1_10_0_0_0_0_0	0	0_16	0_16_0	0_16_0_1	0_16_0_1_10	0_16_0_1_10_0	0_16_0_1_10_0_0	0_16_0_1_10_0_0_0	0_16_0_1_10_0_0_0_0	Kenya	KNY_NGAMR3	2014
	176	60503	0_0_36_0_0_0_0_0_0_0_0	0_0_36_0_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_0	0_0_36_0_0	0_0_36_0_0_0	0_0_36_0_0_0_0	0_0_36_0_0_0_0_0	0_0_36_0_0_0_0_0_0	Kenya	KNY_NGAMR4	2016
	177	60504	0_0_47_10_0_0_0_0_0_0_0	0_0_47_10_0_0_0_0_0_0	0	0_0	0_0_47	0_0_47_10	0_0_47_10_0	0_0_47_10_0_0	0_0_47_10_0_0_0	0_0_47_10_0_0_0_0	0_0_47_10_0_0_0_0_0	Kenya	KNY_NGAMR5	2015
	178	60505	0_2_55_0_1_0_0_0_0_0_0	0_2_55_0_1_0_0_0_0_0	0	0_2	0_2_55	0_2_55_0	0_2_55_0_1	0_2_55_0_1_0	0_2_55_0_1_0_0	0_2_55_0_1_0_0_0	0_2_55_0_1_0_0_0_0	Kenya	KNY_NGAMR6	2015
	179	60506	0_16_4_0_0_0_0_0_0_0_0	0_16_4_0_0_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_0	0_16_4_0_0_0	0_16_4_0_0_0_0	0_16_4_0_0_0_0_0	0_16_4_0_0_0_0_0_0	Kenya	KNY_NGAMR7	2015
	180	60507	0_0_33_46_1_0_0_0_0_0_0	0_0_33_46_1_0_0_0_0_0	0	0_0	0_0_33	0_0_33_46	0_0_33_46_1	0_0_33_46_1_0	0_0_33_46_1_0_0	0_0_33_46_1_0_0_0	0_0_33_46_1_0_0_0_0	Kenya	KNY_NGAMR8	2015
	181	60508	0_9_0_5_3_0_0_0_0_0_0	0_9_0_5_3_0_0_0_0_0	0	0_9	0_9_0	0_9_0_5	0_9_0_5_3	0_9_0_5_3_0	0_9_0_5_3_0_0	0_9_0_5_3_0_0_0	0_9_0_5_3_0_0_0_0	Kenya	KNY_NGAMR10	2016
	182	60509	0_0_33_46_2_0_0_0_0_0_0	0_0_33_46_2_0_0_0_0_0	0	0_0	0_0_33	0_0_33_46	0_0_33_46_2	0_0_33_46_2_0	0_0_33_46_2_0_0	0_0_33_46_2_0_0_0	0_0_33_46_2_0_0_0_0	Kenya	KNY_NGAMR11	2016
	183	60510	0_0_33_55_0_0_0_0_0_0_0	0_0_33_55_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_55	0_0_33_55_0	0_0_33_55_0_0	0_0_33_55_0_0_0	0_0_33_55_0_0_0_0	0_0_33_55_0_0_0_0_0	Kenya	KNY_NGAMR23	2014
	184	60511												Kenya	KNY_NGAMR14	2013
	185	60512	0_0_33_55_0_0_0_0_0_0_0	0_0_33_55_0_0_0_0_0_0	0	0_0	0_0_33	0_0_33_55	0_0_33_55_0	0_0_33_55_0_0	0_0_33_55_0_0_0	0_0_33_55_0_0_0_0	0_0_33_55_0_0_0_0_0	Kenya	KNY_NGAMR20	2014
	186	60513	0_16_4_0_11_0_0_0_0_0_0	0_16_4_0_11_0_0_0_0_0	0	0_16	0_16_4	0_16_4_0	0_16_4_0_11	0_16_4_0_11_0	0_16_4_0_11_0_0	0_16_4_0_11_0_0_0	0_16_4_0_11_0_0_0_0	Kenya	KNY_NGAMR17	2016
	187	60514	0_0_36_2_0_0_0_0_0_0_0	0_0_36_2_0_0_0_0_0_0	0	0_0	0_0_36	0_0_36_2	0_0_36_2_0	0_0_36_2_0_0	0_0_36_2_0_0_0	0_0_36_2_0_0_0_0	0_0_36_2_0_0_0_0_0	Kenya	KNY_NGAMR18	2014
